,Position,Club,Pl,W,D,L,GF,GA,GD,Pts,Form,Last Match Date,Code,Season
0,1,Liverpool,34,30,2,2,75,26,49,92,2.0,2020-07-08,LIV,2019
2,2,Manchester City,34,22,3,9,86,34,52,69,1.8,2020-07-08,MCI,2019
4,3,Chelsea,34,18,6,10,63,46,17,60,2.4,2020-07-07,CHE,2019
6,4,Leicester City,34,17,8,9,64,32,32,59,1.2,2020-07-07,LEI,2019
8,5,Manchester United,34,16,10,8,59,33,26,58,2.6,2020-07-09,MUN,2019
10,6,Wolverhampton Wanderers,34,13,13,8,45,37,8,52,1.8,2020-07-08,WOL,2019
12,7,Sheffield United,34,13,12,9,35,33,2,51,1.4,2020-07-08,SHU,2019
14,8,Arsenal,34,12,14,8,50,42,8,50,2.0,2020-07-07,ARS,2019
16,9,Tottenham Hotspur,34,13,10,11,52,44,8,49,1.6,2020-07-09,TOT,2019
18,10,Burnley,34,14,7,13,38,46,-8,49,2.0,2020-07-08,BUR,2019
20,11,Everton,34,12,9,13,41,49,-8,45,1.6,2020-07-09,EVE,2019
22,12,Southampton,34,13,5,16,43,56,-13,44,2.0,2020-07-09,SOU,2019
24,13,Newcastle United,34,11,10,13,35,50,-15,43,1.6,2020-07-08,NEW,2019
26,14,Crystal Palace,34,11,9,14,30,43,-13,42,0.6,2020-07-07,CRY,2019
28,15,Brighton and Hove Albion,34,8,12,14,36,47,-11,36,1.4,2020-07-08,BHA,2019
30,16,West Ham United,34,8,7,19,40,59,-19,31,0.8,2020-07-08,WHU,2019
32,17,Watford,34,7,10,17,31,53,-22,31,0.8,2020-07-07,WAT,2019
34,18,Bournemouth,34,7,7,20,32,59,-27,28,0.2,2020-07-09,BOU,2019
36,19,Aston Villa,34,7,6,21,36,65,-29,27,0.2,2020-07-09,AVL,2019
38,20,Norwich City,34,5,6,23,26,63,-37,21,0.0,2020-07-07,NOR,2019
